OrderID,OrderDate,CustomerName,Region,Product,Quantity,UnitPrice,Discount,PaymentMode
FX204351,12-24-2025,Omkar Deshpande,SOUTH,Gulab Jamun,6,99.99,0.15,UPI
FX207039,01-28-2025,Ananya Iyer,SOUTH,Butter Naan,1,45.9,0.2,UPI
FX206071,08-02-2025,Rahul Sinha,north,Veg Biryani,6,216.81,0.15,Wallet
FX201625,2025-03-07,Diya Nair,EAST,Paneer Butter Masala,2,259.0,0.15,UPI
FX206578,01-19-2025,Arjun Verma,North,Idli Sambar,8,89.0,0.2,Wallet
FX206193,2025-03-05,Karthik Raman,EAST,Farmhouse Pizza,4,395.01,0.15,Cash on Delivery
FX200977,01/09/2025,Ananya Iyer,West,Masala Dosa,-7,127.71,0.1,Wallet
FX200747,07/04/2025,Karthik Raman,west,Mutton Roll,6,284.58,0.0,Wallet
FX206041,2025-05-01,Sneha Varma,north,Chocolate Brownie,6,147.51,0.05,Cash on Delivery
FX203474,2025-12-24,Tara Joshi,North,Margherita Pizza,2,244.02,0.05,UPI
FX201576,2025-11-16,Aarav Mehta,East,Fish Curry Meals,5,332.29,0.15,UPI
FX203388,2025-04-16,Saanvi Reddy,EAST,Chicken Biryani,2,286.11,0.2,Wallet
FX206697,2025-01-12,Ishita Bose,North,Margherita Pizza,2,251.49,,UPI
FX207907,26/08/2025,Yash Patel,EAST,Mutton Roll,7,279.0,0.0,Card
FX201254,06-17-2025,Manish Tiwari,west,Chicken Biryani,6,289.0,0.1,Card
FX205949,2025-09-10,Aditya Ghosh,SOUTH,Filter Coffee,5,59.59,0.15,Cash on Delivery
FX201431,04/01/2025,Manish Tiwari,North,Paneer Butter Masala,6,261.59,0.15,Card
FX207403,2025-03-11,Lakshmi Prasad,SOUTH,Margherita Pizza,5,251.49,0.1,Wallet
FX204328,2025-05-16,Saanvi Reddy,south,Chicken Biryani,6,289.0,0.0,UPI
FX203194,2025-01-02,Meera Krishnan,north,Chocolate Brownie,1,150.49,0.0,Cash on Delivery
FX206768,01-26-2025,Aditya Ghosh,West,Filter Coffee,4,60.18,0.1,Wallet
FX204348,03/07/2025,Sneha Varma,West,Green Salad,1,140.39,0.05,Card
FX204689,09-17-2025,Saanvi Reddy,East,Masala Dosa,4,129.0,0.05,Card
FX204194,04/01/2025,Aditya Ghosh,North,Tandoori Chicken,7,444.51,0.1,Cash on Delivery
FX208069,2025-09-19,Nisha Gupta,East,Idli Sambar,5,87.22,0.1,UPI
FX203449,11-17-2025,Riya Kapoor,North,Green Salad,7,140.39,0.0,UPI
FX204929,23/06/2025,Diya Nair,west,Veg Fried Rice,7,202.98,0.0,Wallet
FX203399,08-01-2025,Diya Nair,south,Green Salad,3,137.61,0.1,Cash on Delivery
FX207087,03-03-2025,Arjun Verma,SOUTH,Margherita Pizza,7,246.51,0.0,Cash on Delivery
FX201582,2025-08-01,Arjun Verma,North,Chicken Noodles,5,243.78,0.0,Wallet
FX205009,30/03/2025,Nisha Gupta,west,Fish Curry Meals,5,332.29,0.25,Wallet
FX207944,2025-03-01,Nisha Gupta,North,Fish Curry Meals,7,322.42,0.0,UPI
FX201104,10-13-2025,Kabir Shah,North,Veg Biryani,4,221.19,0.2,UPI
FX202591,10/08/2025,Nikhil Menon,north,Mango Lassi,8,107.91,0.2,UPI
FX207844,2025-11-20,Meera Krishnan,south,Idli Sambar,3,90.78,0.15,Cash on Delivery
FX208923,26/03/2025,Ananya Iyer,west,Idli Sambar,1,90.78,0.2,Wallet
FX201167,22/10/2025,Manish Tiwari,south,Gulab Jamun,3,100.98,0.25,Wallet
FX205799,2025-10-24,Aarav Mehta,SOUTH,Chocolate Brownie,2,150.49,0.1,Cash on Delivery
FX200219,2025-01-15,Aditya Ghosh,EAST,Mango Lassi,5,109.0,0.05,Cash on Delivery
FX200981,09/05/2025,Ananya Iyer,SOUTH,Farmhouse Pizza,3,391.02,0.0,UPI
FX200722,2025-12-09,Nikhil Menon,SOUTH,Veg Biryani,5,223.38,0.2,Wallet
FX205604,09-01-2025,Saanvi Reddy,SOUTH,Paneer Butter Masala,8,253.82,0.1,Cash on Delivery
FX204847,18/11/2025,Lakshmi Prasad,north,Mango Lassi,4,106.82,0.2,Card
FX206691,2025-05-23,Vihaan Rao,south,Mango Lassi,5,107.91,0.05,Wallet
FX200047,2025-11-06,Aarav Mehta,south,Filter Coffee,8,57.82,0.0,Card
FX203010,2025-06-28,Kavya Subramanian,south,Chicken Noodles,5,236.61,0.15,Cash on Delivery
FX206926,12-06-2025,Ananya Iyer,North,Gulab Jamun,5,97.02,0.05,Card
FX207691,04-28-2025,Lakshmi Prasad,West,Veg Biryani,2,223.38,0.0,UPI
FX201718,11/05/2025,Tara Joshi,west,Fish Curry Meals,3,322.42,0.0,Wallet
FX201995,2025-04-24,Sneha Varma,North,Filter Coffee,1,59.59,0.0,UPI
FX204912,11/05/2025,Aditya Ghosh,north,Gulab Jamun,2,97.02,0.0,Wallet
FX202998,2025-05-10,Riya Kapoor,East,Paneer Butter Masala,5,259.0,0.0,Card
FX200924,25/12/2025,Karthik Raman,East,Veg Fried Rice,7,202.98,0.15,Card
FX204165,2025-08-15,Ishita Bose,East,Gulab Jamun,8,99.99,0.2,UPI
FX208644,02/07/2025,Manish Tiwari,north,Masala Dosa,3,129.0,0.0,Cash on Delivery
FX206284,03-28-2025,,SOUTH,Veg Biryani,7,219.0,0.05,Cash on Delivery
FX203835,24/06/2025,Aarav Mehta,East,Margherita Pizza,1,253.98,0.0,UPI
FX206126,29/10/2025,Karthik Raman,EAST,Margherita Pizza,8,246.51,0.15,Cash on Delivery
FX202353,2025-06-06,Rohan Pillai,SOUTH,Paneer Butter Masala,7,253.82,0.0,Cash on Delivery
FX200709,13/10/2025,Vihaan Rao,west,Mango Lassi,6,109.0,0.0,UPI
FX201470,2025-11-26,Dev Sharma,north,Margherita Pizza,1,246.51,0.15,Cash on Delivery
FX204568,2025-03-02,Vihaan Rao,west,Butter Naan,1,45.0,0.0,Wallet
FX200039,09-23-2025,,SOUTH,Tandoori Chicken,6,453.49,0.25,Cash on Delivery
FX206605,2025-04-27,Ananya Iyer,west,Tandoori Chicken,2,444.51,0.2,UPI
FX201614,02/04/2025,Nisha Gupta,north,Veg Biryani,4,214.62,0.0,Wallet
FX200353,2025-08-11,Dev Sharma,West,Paneer Butter Masala,4,264.18,0.1,UPI
FX207717,04-15-2025,Rohan Pillai,west,Mango Lassi,8,111.18,0.15,Cash on Delivery
FX205645,2025-04-09,Saanvi Reddy,north,Green Salad,8,141.78,,Cash on Delivery
FX206784,12/08/2025,Vihaan Rao,North,Margherita Pizza,4,244.02,0.05,Cash on Delivery
FX208476,2025-09-24,Diya Nair,north,Chicken Noodles,8,241.39,0.2,Cash on Delivery
FX200738,04-14-2025,Aditya Ghosh,west,Paneer Butter Masala,2,261.59,0.0,Cash on Delivery
FX201910,08-26-2025,Ananya Iyer,west,Chicken Noodles,2,243.78,0.15,UPI
FX208825,2025-01-22,Manish Tiwari,SOUTH,Chocolate Brownie,2,146.02,0.25,Card
FX203343,13/09/2025,Yash Patel,East,Chicken Noodles,8,239.0,0.25,Cash on Delivery
FX204344,2025-02-23,Tara Joshi,North,Green Salad,2,136.22,0.0,UPI
FX208293,2025-09-08,Sneha Varma,EAST,Chocolate Brownie,7,149.0,0.0,Cash on Delivery
FX204432,2025-10-03,Ishita Bose,west,Mango Lassi,3,111.18,0.15,Card
FX205508,2025-04-14,Nisha Gupta,west,Cold Coffee,6,116.62,0.15,Wallet
FX206026,26/06/2025,Saanvi Reddy,west,Chicken Noodles,2,243.78,0.2,Cash on Delivery
FX208368,04-12-2025,Ananya Iyer,SOUTH,Margherita Pizza,6,253.98,0.15,Cash on Delivery
FX206042,26/06/2025,Aditya Ghosh,west,Farmhouse Pizza,1,395.01,0.15,Wallet
FX204239,2025-12-21,Diya Nair,north,Chicken Biryani,6,286.11,0.25,Card
FX204763,2025-05-28,Dev Sharma,EAST,Gulab Jamun,5,99.99,0.2,UPI
FX205109,12/04/2025,Tara Joshi,SOUTH,Veg Fried Rice,7,195.02,0.05,UPI
FX200477,2025-08-07,Karthik Raman,West,Tandoori Chicken,4,440.02,0.15,Card
FX203264,03/07/2025,Tara Joshi,west,Fish Curry Meals,4,322.42,0.25,Wallet
FX207554,2025-02-22,Kabir Shah,EAST,Mutton Roll,2,276.21,0.15,Wallet
FX200125,05-04-2025,Lakshmi Prasad,West,Fish Curry Meals,4,325.71,0.15,Wallet
FX206635,06/08/2025,Saanvi Reddy,EAST,Butter Naan,2,45.45,0.05,Card
FX201188,06-29-2025,Vihaan Rao,SOUTH,Butter Naan,3,44.1,0.0,Cash on Delivery
FX206087,04/08/2025,Aditya Ghosh,north,Idli Sambar,4,89.0,0.25,Wallet
FX202644,24/04/2025,Priya Balaji,East,Green Salad,3,136.22,0.15,Cash on Delivery
FX204560,2025-06-25,Ananya Iyer,EAST,Farmhouse Pizza,3,391.02,0.2,Card
FX208853,2025-04-18,Rahul Sinha,East,Veg Fried Rice,7,199.0,,Card
FX207910,25/07/2025,,north,Chicken Biryani,4,286.11,0.1,Cash on Delivery
FX202219,18/01/2025,Aarav Mehta,West,Idli Sambar,4,89.0,0.25,Card
FX202401,02-21-2025,Vihaan Rao,EAST,Veg Fried Rice,3,200.99,,Card
FX206083,2025-02-27,Nikhil Menon,West,Chocolate Brownie,4,151.98,0.1,Card
FX208037,2025-05-31,Kavya Subramanian,SOUTH,Margherita Pizza,8,246.51,0.1,Card
FX208467,17/10/2025,Meera Krishnan,north,Margherita Pizza,1,251.49,0.0,Cash on Delivery
FX205153,13/05/2025,Aditya Ghosh,west,Veg Fried Rice,2,202.98,0.05,Cash on Delivery
FX200364,27/05/2025,Ananya Iyer,north,Butter Naan,4,44.1,0.0,UPI
FX202357,27/05/2025,Riya Kapoor,north,Margherita Pizza,4,244.02,0.0,Cash on Delivery
FX200851,2025-02-25,Omkar Deshpande,south,Butter Naan,3,45.45,0.0,Cash on Delivery
FX204767,2025-08-31,Karthik Raman,EAST,Veg Fried Rice,1,197.01,0.0,Cash on Delivery
FX200048,01/03/2025,Lakshmi Prasad,north,Chicken Biryani,4,283.22,0.2,Card
FX204599,2025-08-03,Karthik Raman,EAST,Gulab Jamun,6,98.01,0.1,Cash on Delivery
FX205784,08/03/2025,Priya Balaji,north,Idli Sambar,1,89.89,0.0,Card
FX204173,29/07/2025,Ishita Bose,SOUTH,Margherita Pizza,5,246.51,0.2,Card
FX202580,2025-01-29,Ananya Iyer,North,Spring Roll,7,160.59,,Wallet
FX202339,2025-08-10,Aarav Mehta,North,Veg Biryani,4,221.19,0.05,UPI
FX201745,31/01/2025,Vihaan Rao,south,Chocolate Brownie,6,146.02,0.25,Cash on Delivery
FX207238,2025-10-24,Riya Kapoor,East,Spring Roll,3,160.59,0.05,Wallet
FX200677,29/10/2025,,North,Mango Lassi,1,106.82,0.0,Cash on Delivery
FX201540,2025-09-09,Nisha Gupta,north,Fish Curry Meals,3,335.58,0.0,Cash on Delivery
FX208805,01-02-2025,Dev Sharma,west,Green Salad,7,139.0,,Cash on Delivery
FX205116,2025-07-03,Karthik Raman,East,Tandoori Chicken,6,453.49,0.0,Cash on Delivery
FX208141,03-18-2025,Riya Kapoor,North,Filter Coffee,3,59.59,0.2,Wallet
FX206709,2025-04-04,Aarav Mehta,North,Cold Coffee,7,117.81,0.1,Cash on Delivery
FX207457,12-12-2025,Diya Nair,SOUTH,Spring Roll,8,162.18,0.0,Cash on Delivery
FX201549,14/11/2025,Kavya Subramanian,north,Gulab Jamun,4,99.0,0.0,Cash on Delivery
FX206135,18/01/2025,Karthik Raman,EAST,Butter Naan,2,45.45,0.2,Wallet
FX200978,11-23-2025,Saanvi Reddy,west,Idli Sambar,1,89.0,0.0,UPI
FX204696,2025-04-15,Meera Krishnan,North,Veg Biryani,6,221.19,0.25,Cash on Delivery
FX201039,2025-05-25,Lakshmi Prasad,west,Butter Naan,6,44.55,0.2,Wallet
FX205265,2025-10-17,Ishita Bose,North,Tandoori Chicken,7,440.02,0.05,Card
FX203533,2025-10-12,Manish Tiwari,south,Veg Fried Rice,6,202.98,0.15,UPI
FX203087,07-23-2025,Kabir Shah,East,Mango Lassi,2,110.09,,Cash on Delivery
FX205007,2025-12-24,Ishita Bose,SOUTH,Tandoori Chicken,8,457.98,0.2,UPI
FX201446,2025-09-02,Kavya Subramanian,south,Margherita Pizza,2,253.98,0.0,Cash on Delivery
FX204376,28/04/2025,Arjun Verma,North,Veg Fried Rice,2,197.01,0.25,Cash on Delivery
FX205515,06-05-2025,Riya Kapoor,East,Gulab Jamun,5,100.98,0.1,UPI
FX200421,01-19-2025,Nikhil Menon,EAST,Margherita Pizza,8,249.0,0.05,Card
FX203196,11-03-2025,Nikhil Menon,EAST,Chicken Biryani,3,289.0,0.1,Cash on Delivery
FX207327,2025-09-26,Kavya Subramanian,East,Paneer Butter Masala,7,261.59,0.0,UPI
FX206079,2025-01-13,Yash Patel,north,Cold Coffee,7,120.19,0.0,Cash on Delivery
FX202468,27/07/2025,Dev Sharma,North,Tandoori Chicken,5,449.0,0.0,Wallet
FX208028,2025-01-04,,West,Farmhouse Pizza,7,391.02,0.25,Cash on Delivery
FX202655,2025-12-05,Rohan Pillai,south,Filter Coffee,-4,57.82,0.0,Cash on Delivery
FX201534,2025-08-07,Nisha Gupta,SOUTH,Chicken Noodles,1,241.39,0.0,Card
FX200325,2025-04-19,Diya Nair,East,Veg Fried Rice,5,202.98,0.1,Card
FX206328,2025-08-03,Vihaan Rao,north,Chicken Noodles,-1,234.22,0.2,Wallet
FX203751,2025-12-17,Arjun Verma,SOUTH,Veg Fried Rice,7,199.0,0.2,UPI
FX203489,2025-11-21,Saanvi Reddy,North,Butter Naan,3,45.0,0.2,UPI
FX207228,2025-05-25,Tara Joshi,north,Spring Roll,6,157.41,0.05,Card
FX208834,03/06/2025,Karthik Raman,EAST,Tandoori Chicken,6,449.0,0.2,UPI
FX202041,2025-09-01,Riya Kapoor,SOUTH,Idli Sambar,1,88.11,0.15,UPI
FX204429,10/12/2025,Omkar Deshpande,North,Chicken Biryani,8,283.22,0.2,Card
FX207093,2025-05-20,Ananya Iyer,West,Masala Dosa,7,126.42,0.15,Wallet
FX205489,23/02/2025,Omkar Deshpande,North,Chicken Noodles,5,236.61,0.25,UPI
FX206381,15/09/2025,Diya Nair,East,Farmhouse Pizza,2,391.02,0.15,Card
FX206702,06-26-2025,Sneha Varma,south,Gulab Jamun,1,99.0,0.05,Wallet
FX201632,2025-12-18,Saanvi Reddy,North,Gulab Jamun,3,98.01,0.2,Cash on Delivery
FX207908,2025-04-26,Sneha Varma,SOUTH,Mutton Roll,6,273.42,0.25,UPI
FX208163,2025-04-13,Riya Kapoor,west,Spring Roll,8,157.41,0.0,UPI
FX206674,12-02-2025,Aarav Mehta,East,Chicken Noodles,-4,243.78,0.0,Cash on Delivery
FX202798,17/03/2025,Arjun Verma,West,Idli Sambar,4,88.11,0.15,UPI
FX203269,2025-11-24,Rohan Pillai,south,Chicken Biryani,7,283.22,0.05,Wallet
FX206788,02/02/2025,Aditya Ghosh,West,Gulab Jamun,8,99.99,0.0,UPI
FX202737,2025-12-10,Diya Nair,west,Masala Dosa,2,127.71,0.0,Card
FX208339,2025-06-28,Saanvi Reddy,EAST,Spring Roll,5,157.41,0.25,Cash on Delivery
FX208489,2025-04-14,Dev Sharma,EAST,Filter Coffee,-3,57.82,0.0,Wallet
FX202518,11-16-2025,Priya Balaji,north,Margherita Pizza,3,244.02,0.25,Card
FX208135,2025-05-17,Aditya Ghosh,East,Butter Naan,8,44.55,0.1,Wallet
FX207588,31/08/2025,Aditya Ghosh,north,Tandoori Chicken,6,457.98,0.05,Card
FX201386,25/05/2025,,south,Idli Sambar,4,87.22,0.2,Wallet
FX203965,2025-11-11,Kavya Subramanian,East,Veg Biryani,4,214.62,0.05,Cash on Delivery
FX203065,2025-02-21,Saanvi Reddy,north,Chicken Biryani,3,286.11,0.1,UPI
FX206839,16/12/2025,Tara Joshi,West,Fish Curry Meals,2,335.58,0.1,Cash on Delivery
FX205253,2025-06-17,Ishita Bose,north,Chicken Biryani,1,291.89,0.25,Cash on Delivery
FX207483,03-29-2025,Arjun Verma,south,Butter Naan,6,45.0,0.2,UPI
FX202736,20/06/2025,Rohan Pillai,East,Mango Lassi,2,109.0,0.25,Card
FX208105,2025-11-07,Omkar Deshpande,EAST,Tandoori Chicken,1,440.02,0.2,Card
FX208353,07/08/2025,Riya Kapoor,SOUTH,Filter Coffee,2,59.0,0.2,UPI
FX207189,29/06/2025,Vihaan Rao,north,Chicken Biryani,1,294.78,0.0,Cash on Delivery
FX207294,06-28-2025,Arjun Verma,south,Mango Lassi,4,111.18,0.1,Cash on Delivery
FX202157,24/06/2025,Aarav Mehta,SOUTH,Paneer Butter Masala,7,253.82,0.2,Card
FX206438,10/12/2025,Kavya Subramanian,south,Masala Dosa,4,130.29,0.15,Wallet
FX205912,03-03-2025,Aarav Mehta,south,Chicken Biryani,2,289.0,0.1,Cash on Delivery
FX203614,2025-09-14,Lakshmi Prasad,north,Veg Fried Rice,4,202.98,0.0,Cash on Delivery
FX205818,22/11/2025,Riya Kapoor,EAST,Veg Fried Rice,6,195.02,0.2,UPI
FX205759,2025-09-16,Omkar Deshpande,East,Chicken Biryani,6,289.0,0.15,Card
FX205576,29/12/2025,Riya Kapoor,East,Chocolate Brownie,8,150.49,0.2,Wallet
FX206796,2025-07-23,Saanvi Reddy,west,Chicken Noodles,3,241.39,0.15,Cash on Delivery
FX208175,2025-08-18,Riya Kapoor,SOUTH,Mango Lassi,1,110.09,0.15,Card
FX206065,2025-08-18,Diya Nair,North,Veg Biryani,3,219.0,0.2,Cash on Delivery
FX206037,2025-05-03,Riya Kapoor,SOUTH,Chicken Noodles,-3,241.39,0.0,Cash on Delivery
FX201213,2025-06-24,Aditya Ghosh,EAST,Chicken Noodles,3,243.78,0.15,Wallet
FX203956,2025-05-21,Kavya Subramanian,EAST,Fish Curry Meals,-6,335.58,0.1,Wallet
FX204158,2025-02-09,Omkar Deshpande,EAST,Veg Biryani,5,216.81,0.1,Card
FX208352,07-09-2025,Ishita Bose,west,Chicken Noodles,-6,234.22,0.0,Card
FX202579,12/06/2025,,SOUTH,Gulab Jamun,5,98.01,0.15,Cash on Delivery
FX201803,24/02/2025,Rahul Sinha,south,Spring Roll,6,160.59,0.2,Cash on Delivery
FX208588,18/01/2025,Saanvi Reddy,West,Chicken Biryani,4,283.22,0.25,Cash on Delivery
FX201559,09/04/2025,Lakshmi Prasad,East,Veg Fried Rice,7,197.01,0.0,Cash on Delivery
FX204259,06-12-2025,Ishita Bose,North,Idli Sambar,-6,89.89,0.0,Card
FX203913,2025-08-05,Omkar Deshpande,East,Butter Naan,6,44.55,0.0,Card
FX207081,28/09/2025,Omkar Deshpande,south,Chocolate Brownie,7,150.49,0.0,Card
FX205235,15/11/2025,Priya Balaji,south,Paneer Butter Masala,3,256.41,0.05,Card
FX203137,08-10-2025,Manish Tiwari,West,Gulab Jamun,5,97.02,,Card
FX205481,05-29-2025,Yash Patel,SOUTH,Margherita Pizza,7,251.49,0.15,Cash on Delivery
FX202481,2025-10-14,Priya Balaji,SOUTH,Tandoori Chicken,1,453.49,0.0,Card
FX205421,2025-09-25,Arjun Verma,west,Spring Roll,2,155.82,0.25,Wallet
FX208670,2025-04-12,Saanvi Reddy,North,Veg Fried Rice,3,195.02,0.15,Wallet
FX205719,23/10/2025,Arjun Verma,north,Green Salad,1,137.61,,Wallet
FX200719,2025-08-15,Lakshmi Prasad,south,Green Salad,8,139.0,0.25,Cash on Delivery
FX206617,12/09/2025,Aditya Ghosh,North,Masala Dosa,8,131.58,0.15,UPI
FX206879,2025-04-07,Ishita Bose,West,Cold Coffee,5,119.0,0.0,UPI
FX206553,2025-12-20,Aarav Mehta,North,Fish Curry Meals,3,322.42,0.2,Cash on Delivery
FX205505,10-29-2025,Kabir Shah,west,Tandoori Chicken,6,440.02,0.0,Card
FX203576,2025-12-28,Priya Balaji,East,Fish Curry Meals,3,332.29,0.25,Cash on Delivery
FX208231,2025-11-12,Manish Tiwari,south,Chicken Noodles,7,234.22,0.2,UPI
FX203727,04/12/2025,Tara Joshi,West,Veg Fried Rice,8,200.99,0.0,Wallet
